SDSS,Plate,MJD,Fiber,RA,Dec,umag,gmag,rmag,imag,zmag,Teff,logg,Mass,Type,spec_file,filename,object_name,plate,mjd,fiberid,z,J0410_mag,J0410_err,J0430_mag,J0430_err,iSDSS_mag,iSDSS_err,J0660_mag,J0660_err,rSDSS_mag,rSDSS_err,J0515_mag,J0515_err,zSDSS_mag,zSDSS_err,J0378_mag,J0378_err,gSDSS_mag,gSDSS_err,J0395_mag,J0395_err,uJAVA_mag,uJAVA_err,J0861_mag,J0861_err,match_separation_arcsec,gaia_WDJ_name,gaia_source_id,gaia_ra,gaia_dec,gaia_parallax,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag,gaia_umag,gaia_gmag,gaia_rmag,gaia_imag,gaia_zmag,gaia_teff_H,gaia_logg_H,gaia_mass_H,gaia_Pwd
022742.23+000555.7,406,51869,34,36.925976,0.09881484,18.69,18.68,19.07,19.36,19.64,23312.0,7.92,0.59,DA,results_convolution_2/spectra/spec-0406-51869-0034.fits,spec-0406-51869-0034.fits,0406-51861-01,406.0,51869.0,34.0,,18.5555889158074,0.0049462324894689,18.58880209960449,0.0044720533872452,19.51716163037845,0.0051044406401682,19.35754989850235,0.0075999761415171,19.09738381870843,0.0025708623541208,18.720079992718404,0.0041781272412672,19.810876851160963,0.0195573981569169,18.70104457472707,0.0180252617567478,18.651406086358527,0.001648635761417,18.60577014967803,0.008156954897835,18.83606225517044,0.0157505936559089,19.857310707708383,0.0239713091639747,0.22995856279956464,WDJ022742.24+000555.68 ,2500440658771622400,36.92602020347205,0.09876872732973602,2.5049178792147426,18.87814,18.827545,19.0695,18.658,18.655,19.04,19.352,19.571,20097.21,8.007325,0.6280303,0.999555
022742.23+000555.7,406,51876,33,36.925976,0.09881484,18.69,18.68,19.07,19.36,19.64,22805.0,7.7,,DA,results_convolution_2/spectra/spec-0406-51876-0033.fits,spec-0406-51876-0033.fits,0406-51872-01,406.0,51876.0,33.0,,18.560392746152395,0.0063323880972614,18.575308237473543,0.0057101600020669,19.302028720015407,0.0045296284721998,19.23573835644128,0.0079439242294025,18.97181437561297,0.0026765574763646,18.631608151025013,0.0050390495051319,19.463672043436667,0.0143764607924557,18.766253368998683,0.0244451367254252,18.59613973292091,0.0020250803710931,18.64197389265913,0.0107974462166073,18.901996391206037,0.0215477912596592,19.499213220417992,0.0182815571875136,0.22995856279956464,WDJ022742.24+000555.68 ,2500440658771622400,36.92602020347205,0.09876872732973602,2.5049178792147426,18.87814,18.827545,19.0695,18.658,18.655,19.04,19.352,19.571,20097.21,8.007325,0.6280303,0.999555
022742.23+000555.7,406,51900,34,36.925976,0.09881484,18.69,18.68,19.07,19.36,19.64,22550.0,7.86,,DA,results_convolution_2/spectra/spec-0406-51900-0034.fits,spec-0406-51900-0034.fits,0406-51899-01,406.0,51900.0,34.0,,18.57928407697819,0.0057355961333095,18.592238280417757,0.0052662333866725,19.363945724654904,0.0052698483254245,19.267622335216352,0.0079615933388349,19.027499054468784,0.0026864159927226,18.6950796376352,0.0049203906501207,19.561255130154585,0.0174831460481748,18.708228716448097,0.019653790382429,18.642407006307884,0.0019209296102885,18.674256843026505,0.0096585043852105,18.84986648964216,0.0174354835650854,19.583368528920253,0.0216299516353748,0.22995856279956464,WDJ022742.24+000555.68 ,2500440658771622400,36.92602020347205,0.09876872732973602,2.5049178792147426,18.87814,18.827545,19.0695,18.658,18.655,19.04,19.352,19.571,20097.21,8.007325,0.6280303,0.999555
022742.23+000555.7,406,52238,40,36.925976,0.09881484,18.69,18.68,19.07,19.36,19.64,23497.0,7.93,,DA,results_convolution_2/spectra/spec-0406-52238-0040.fits,spec-0406-52238-0040.fits,0406-52236-01,406.0,52238.0,40.0,,18.520196349625927,0.0059166268246945,18.536053678761327,0.0055394577170131,19.382064950108507,0.0038696940736445,19.24501677012548,0.0074456186234126,19.008536456327622,0.002564976588149,18.67679064091626,0.0053973890551663,19.563780712955086,0.0118456434940561,18.60228118482956,0.0173421649824517,18.594925144091697,0.0020862055476892,18.60335032885434,0.0090168502472961,18.740806492178727,0.0158113408031125,19.62452822735326,0.0156604058708644,0.22995856279956464,WDJ022742.24+000555.68 ,2500440658771622400,36.92602020347205,0.09876872732973602,2.5049178792147426,18.87814,18.827545,19.0695,18.658,18.655,19.04,19.352,19.571,20097.21,8.007325,0.6280303,0.999555
022756.76-004119.3,406,51817,17,36.98652,-0.68868563,20.63,20.05,20.08,20.2,20.27,9730.0,7.84,,DA,results_convolution_2/spectra/spec-0406-51817-0017.fits,spec-0406-51817-0017.fits,0406-51817-02,406.0,51817.0,17.0,,20.14206848296734,0.0208753523301885,20.09791764986496,0.0176168455530338,20.11579253814941,0.0086228900372357,20.206242696967003,0.0163239025324477,20.05337062218297,0.0063714488661025,19.975863903934982,0.0135833886120296,20.033089774274423,0.022939608309695,20.685086925587264,0.1202867885818696,20.02903942911218,0.0059054391860557,20.353945349687315,0.0413895655196309,20.764482789261983,0.0971666875449084,20.188489099485544,0.0329945437731582,0.3200421129257495,WDJ022756.77-004119.32 ,2499959519354982656,36.986546006320715,-0.68877064225417,3.0433350975553886,20.002151,20.253677,19.790056,20.374,20.041,20.088,20.205,20.218,,,,0.838855
022756.76-004119.3,406,51869,18,36.98652,-0.68868563,20.63,20.05,20.08,20.2,20.27,8894.0,6.88,0.224,DA,results_convolution_2/spectra/spec-0406-51869-0018.fits,spec-0406-51869-0018.fits,0406-51861-01,406.0,51869.0,18.0,,20.334321167035107,0.0192332429474994,20.229023511888435,0.0151045999443889,20.24372287199619,0.0078568270332188,20.25464966101976,0.014738347602036,20.086284376643725,0.0055016840618381,20.02068962734977,0.0106988947558295,20.448334710991453,0.0243069636674713,20.666532209945,0.0973120075218301,20.115064192879125,0.004827859219428,20.65112458610451,0.0421946298667841,20.806543382513546,0.0809391913504359,20.46056046343991,0.0303068058713982,0.3200421129257495,WDJ022756.77-004119.32 ,2499959519354982656,36.986546006320715,-0.68877064225417,3.0433350975553886,20.002151,20.253677,19.790056,20.374,20.041,20.088,20.205,20.218,,,,0.838855
022756.76-004119.3,406,51876,1,36.98652,-0.68868563,20.63,20.05,20.08,20.2,20.27,9511.0,7.64,,DA,results_convolution_2/spectra/spec-0406-51876-0001.fits,spec-0406-51876-0001.fits,0406-51872-01,406.0,51876.0,1.0,,20.361966742413635,0.029424575144304,20.272455435614496,0.0231794638350713,20.1611694061448,0.0101815037432376,20.29320050520223,0.0204504678161587,20.07706904992117,0.0072633586584839,19.96557635824697,0.0148620610401644,20.15182798437305,0.0276277465177025,20.84210821675361,0.1753266976540282,20.11102633531575,0.0070067980099369,20.567226779871497,0.0579533457920015,20.974381230164877,0.1398289558792431,20.305660101451146,0.0397562710527341,0.3200421129257495,WDJ022756.77-004119.32 ,2499959519354982656,36.986546006320715,-0.68877064225417,3.0433350975553886,20.002151,20.253677,19.790056,20.374,20.041,20.088,20.205,20.218,,,,0.838855
022756.76-004119.3,406,51900,18,36.98652,-0.68868563,20.63,20.05,20.08,20.2,20.27,9604.0,7.74,,DA,results_convolution_2/spectra/spec-0406-51900-0018.fits,spec-0406-51900-0018.fits,0406-51899-01,406.0,51900.0,18.0,,20.280997230652385,0.0221973561508365,20.16681645828056,0.0175083788682298,20.16317902546128,0.0110156713952909,20.260388862469437,0.018527116683664,20.03741191111641,0.0064905308459885,19.92517530601437,0.0125501961020526,20.06343546421848,0.0286747646513426,20.617362086164825,0.1082534944538161,20.031308856110307,0.0055768859867102,20.521907267214026,0.0454974023669734,20.775703387447077,0.0925869958671791,20.120722610960023,0.0368157061339102,0.3200421129257495,WDJ022756.77-004119.32 ,2499959519354982656,36.986546006320715,-0.68877064225417,3.0433350975553886,20.002151,20.253677,19.790056,20.374,20.041,20.088,20.205,20.218,,,,0.838855
022756.76-004119.3,406,52238,15,36.98652,-0.68868563,20.63,20.05,20.08,20.2,20.27,9762.0,7.71,,DA,results_convolution_2/spectra/spec-0406-52238-0015.fits,spec-0406-52238-0015.fits,0406-52236-01,406.0,52238.0,15.0,,20.775817840035156,0.0345185391139454,20.63379315819784,0.0286217404250546,20.321687202343742,0.0080636711623145,20.336603742084986,0.0176283846382703,20.19551098590072,0.0066415532397261,20.28990867800291,0.019625969589824,20.52294895144839,0.0238845006062233,21.218348453929305,0.1333043795917006,20.449485306613347,0.0090732292905732,20.916081687858718,0.053834540452176,21.265711811254228,0.1032948849874142,20.550504481469996,0.0316497124736187,0.3200421129257495,WDJ022756.77-004119.32 ,2499959519354982656,36.986546006320715,-0.68877064225417,3.0433350975553886,20.002151,20.253677,19.790056,20.374,20.041,20.088,20.205,20.218,,,,0.838855
022808.54-083501.2,454,51908,512,37.035571,-8.5836799,17.52,17.04,17.2,17.38,17.59,13235.0,8.14,0.686,DA,results_convolution_2/spectra/spec-0454-51908-0512.fits,spec-0454-51908-0512.fits,0454-51902-01,454.0,51908.0,512.0,,17.05403283118769,0.0022659588511929,17.0179054018625,0.0020093088426098,17.464144943911002,0.0011537425382924,17.538433374615686,0.0023312957286279,17.21340134807607,0.0007361888653269,16.93317406490724,0.0016737790942243,17.581900836229345,0.0033214230239888,17.262338935550453,0.0082908743346967,16.97118494272167,0.0006860145283633,17.205188039829856,0.0039527541737628,17.39215131796717,0.0075333095264888,17.64097224454141,0.0042466845088888,0.5150595748981213,WDJ022808.54-083501.30 ,5176491367656418304,37.035663808044895,-8.583789664167998,9.485759751962998,17.106277,17.12781,17.102888,17.469,17.013,17.193,17.392,17.601,11498.7,8.131548,0.6840481,0.997525
022817.17-082716.4,2067,53738,175,37.071536,-8.454557,19.8,19.79,20.15,20.39,21.21,22321.0,7.89,,DA,results_convolution_2/spectra/spec-2067-53738-0175.fits,spec-2067-53738-0175.fits,2067-53733-01,2067.0,53738.0,175.0,,19.775535133229504,,19.767877394131624,,20.27140538797048,,20.56231191119719,,20.24487524496063,,19.86472052505888,,20.542020237731656,,19.971589129015364,,19.81539532608179,,19.914547727339105,,20.095541805716287,,20.708735666660253,,0.2383555956993811,WDJ022817.17-082716.36 ,5176546064064586624,37.07159623047095,-8.454528113028577,1.690222740248503,19.975046,19.819794,20.067978,19.796,19.767,20.146,20.367,21.185,,,,0.995224
022817.17-082716.4,454,51908,518,37.071543,-8.4545428,19.8,19.79,20.15,20.39,21.21,20555.0,7.87,,DA,results_convolution_2/spectra/spec-0454-51908-0518.fits,spec-0454-51908-0518.fits,0454-51902-01,454.0,51908.0,518.0,,19.74176988663188,0.0136050486490412,19.76361790460995,0.0116392019162737,21.01028159815592,0.016820428809424,20.68762880237856,0.0207388010967395,20.384952573916472,0.0070001578243564,19.99134844985803,0.0113103791600733,21.652928965485707,0.0712816931049666,19.74928068177676,0.0523394376706352,19.859698521140807,0.0043335420634784,19.783822176712825,0.0242455682196584,19.90714386632633,0.0482387371313867,21.778978417499,0.1030400028018035,0.19678342112576203,WDJ022817.17-082716.36 ,5176546064064586624,37.07159623047095,-8.454528113028577,1.690222740248503,19.975046,19.819794,20.067978,19.796,19.767,20.146,20.367,21.185,,,,0.995224
022835.93-074032.4,454,51908,534,37.149696,-7.6756635,19.13,18.75,18.86,18.51,17.97,11470.0,7.07,,DAM,results_convolution_2/spectra/spec-0454-51908-0534.fits,spec-0454-51908-0534.fits,0454-51902-01,454.0,51908.0,534.0,,18.80708179373662,0.0069131842737236,18.79584437419613,0.0059189708716811,18.524706514128376,0.002780276235983,19.049662252663172,0.0064499374746121,18.914440269985484,0.0023791267895849,18.74372608786097,0.0048473156607209,18.10764220073809,0.0056296311260536,19.01099429047849,0.0308511327370868,18.761703980772687,0.0020162457261414,18.97132235768681,0.013240287893405,19.13812878131734,0.0273896442859256,18.26202393525805,0.0076613901311331,0.11045584450964159,WDJ022835.92-074032.43 ,5178299819470927872,37.14967615885105,-7.675639946913923,3.3261672308243266,18.592455,18.827967,18.092995,19.156,18.754,18.874,18.475,17.996,,,,0.057142
022851.97-000938.8,406,51817,32,37.21656,-0.16077487,20.46,20.13,20.1,20.23,20.29,10155.0,9.2,,DZ,results_convolution_2/spectra/spec-0406-51817-0032.fits,spec-0406-51817-0032.fits,0406-51817-02,406.0,51817.0,32.0,,20.29830022262561,0.0225104990510638,20.19351439023439,0.0179120790989228,20.104683881919435,0.0083423636321763,20.077417839091133,0.0141831295799141,20.036504716853152,0.0059756274168083,20.032711367846183,0.0137791490593352,19.942334384128777,0.0204493373370602,20.49717853801732,0.0925413981770625,20.097718559607134,0.0058947061218352,21.448827222745045,0.1004171427993695,20.669680703569973,0.0844005989058085,20.01834863050417,0.0278353863086994,0.4264462998298219,WDJ022851.97-000938.78 ,2500373657281469056,37.21665713873672,-0.16084266582129927,3.5012752126216005,20.101053,20.234426,19.844172,20.457,20.146,20.098,20.258,20.299,8003.097,7.872771,0.5219303,0.957104
022851.97-000938.8,406,51869,31,37.21656,-0.16077487,20.46,20.13,20.1,20.23,20.29,10159.0,8.35,,DZ,results_convolution_2/spectra/spec-0406-51869-0031.fits,spec-0406-51869-0031.fits,0406-51861-01,406.0,51869.0,31.0,,20.64178433894812,0.028839749598463,20.39807825046193,0.0202915096377216,20.38717155084752,0.0112964516206464,20.25403145047614,0.0170925578126547,20.236708764647723,0.0073637866057821,20.279478086092773,0.0161841116675042,20.659013217379403,0.0398840658406255,21.062315709716906,0.144283301447386,20.35538331184005,0.0070250786576825,21.52865129580308,0.1029841063533177,21.120029397878675,0.1161984366953128,20.773173260998966,0.0543367111501544,0.4264462998298219,WDJ022851.97-000938.78 ,2500373657281469056,37.21665713873672,-0.16084266582129927,3.5012752126216005,20.101053,20.234426,19.844172,20.457,20.146,20.098,20.258,20.299,8003.097,7.872771,0.5219303,0.957104
022851.97-000938.8,406,51876,29,37.21656,-0.16077487,20.46,20.13,20.1,20.23,20.29,10155.0,8.87,,DZ,results_convolution_2/spectra/spec-0406-51876-0029.fits,spec-0406-51876-0029.fits,0406-51872-01,406.0,51876.0,29.0,,20.5725476300322,0.029913654464785,20.3816362128514,0.0219803561874092,20.096258873925287,0.0088537098074289,20.12432879897211,0.0158760653113836,20.09913863889621,0.0066920605523477,20.10092011349959,0.015072887984001,20.0687218521496,0.0241591957332123,20.90271658556112,0.1369471202220503,20.24084018511564,0.0069185238198264,21.37816108794579,0.0989609069797026,21.05742421467277,0.1206916254598242,20.131836417085715,0.0316243282756265,0.4264462998298219,WDJ022851.97-000938.78 ,2500373657281469056,37.21665713873672,-0.16084266582129927,3.5012752126216005,20.101053,20.234426,19.844172,20.457,20.146,20.098,20.258,20.299,8003.097,7.872771,0.5219303,0.957104
022851.97-000938.8,406,52238,34,37.21656,-0.16077487,20.46,20.13,20.1,20.23,20.29,10157.0,8.44,,DZ,results_convolution_2/spectra/spec-0406-52238-0034.fits,spec-0406-52238-0034.fits,0406-52236-01,406.0,52238.0,34.0,,20.393109549799867,0.0279846154137059,20.19874317799232,0.0215870602827362,20.090050972537178,0.0068817672079225,20.014005864712395,0.0137726198821173,20.00496494727799,0.0058269356693392,20.024390303371625,0.0163588843497448,20.03979172760929,0.0167385535444183,20.856216518392337,0.1161985790284317,20.10815409419292,0.0072500381191343,21.32767867354722,0.0893353730448578,20.963716183384317,0.1022582833873159,20.09161744929545,0.0222985452566997,0.4264462998298219,WDJ022851.97-000938.78 ,2500373657281469056,37.21665713873672,-0.16084266582129927,3.5012752126216005,20.101053,20.234426,19.844172,20.457,20.146,20.098,20.258,20.299,8003.097,7.872771,0.5219303,0.957104
022858.80-005031.3,705,52200,216,37.245,-0.84202137,19.44,19.52,19.98,20.22,20.21,24442.0,7.72,0.505,DA,results_convolution_2/spectra/spec-0705-52200-0216.fits,spec-0705-52200-0216.fits,0705-52200-01,705.0,52200.0,216.0,,19.468982630899117,0.0125430774078375,19.49882682997906,0.0107992814190943,20.548480320777223,0.0161290951922007,20.34564475009568,0.0232882818297605,20.073874447541364,0.0074301549412461,19.67932516493517,0.0109138065772215,20.73649919625577,0.0495832399183652,19.590973997251147,0.0444362015231151,19.57889431228994,0.0041807019503135,19.56312210565931,0.0215550268852539,19.715366592432325,0.0402095169925344,20.966318772123262,0.0762995448374267,0.12947205410498017,WDJ022858.80-005031.27 ,2499770850031566848,37.24500636238652,-0.8419859726678323,1.3149209590654287,19.721922,19.639261,19.774328,19.508,19.512,19.933,20.186,20.217,,,,0.985389
022909.51+251024.5,2399,53764,244,37.289619,25.173466,19.2,18.9,18.82,18.88,18.94,10155.0,9.54,,DQ,results_convolution_2/spectra/spec-2399-53764-0244.fits,spec-2399-53764-0244.fits,2399-53764-01,2399.0,53764.0,244.0,,18.96015158904911,0.0049419082997433,18.908106800792005,0.0041658605371701,18.974582201267506,0.0021351731931371,18.88892475636711,0.0040834356896483,18.857602509267657,0.0014733158970969,18.891105306566025,0.0036932082320134,18.97981112529832,0.0056781609006664,19.055090217238707,0.0165814034236133,18.876345865937505,0.0014604360634703,18.9708413196396,0.0079619278461946,19.197381641442423,0.014634678241324,19.041342470853884,0.0072625178856107,0.7626368669508629,WDJ022909.48+251024.52 ,102314195529969792,37.28985208326168,25.17344651956503,7.265568117053265,18.791857,18.848946,18.576542,19.186,18.867,18.841,18.899,19.006,9206.563,8.369079,0.8323591,0.992204
022916.58-083536.9,454,51908,560,37.319082,-8.5935706,20.76,20.47,20.63,20.72,20.96,13600.0,8.31,0.79,DA,results_convolution_2/spectra/spec-0454-51908-0560.fits,spec-0454-51908-0560.fits,0454-51902-01,454.0,51908.0,560.0,,20.478826760317425,0.0205619369050797,20.47637221679802,0.017553267319748,21.11677610597132,0.016130872933838,21.09824346021596,0.0252776376286586,20.775706704861783,0.0084649644154195,20.49034818419839,0.014348334250688,21.3786542032879,0.0521052648050028,20.64863856547085,0.0911311625105227,20.46636885257316,0.0059888871272644,20.6062427516973,0.0389755151393456,20.77384851307556,0.0756151005458209,21.365029513049684,0.064433351214535,0.24646279455404904,WDJ022916.58-083536.97 ,5176492943909031040,37.31913377649821,-8.593616054159972,1.4629715953938638,20.490473,20.78902,20.268675,20.836,20.301,20.526,20.596,21.069,,,,0.471816
022919.71+255536.7,2399,53764,376,37.332125,25.926866,19.11,18.88,19.05,19.29,19.52,20647.0,7.84,0.547,DA,results_convolution_2/spectra/spec-2399-53764-0376.fits,spec-2399-53764-0376.fits,2399-53764-01,2399.0,53764.0,376.0,,18.90156585265964,,18.85610928556718,,19.28422058162229,,19.166005513036275,,19.0146129664379,,18.82932884459222,,19.409351616988907,,19.16473664497783,,18.83437492765855,,19.01195836148209,,19.28951401082913,,19.466420765414107,,0.07089852051428676,WDJ022919.71+255536.60 ,103218990520145280,37.33213772990236,25.926882024444854,2.112519492770161,18.936932,18.956635,18.94278,19.167,18.864,19.06,19.304,19.574,13697.16,7.263468,0.3318674,0.988614
022920.85-081003.6,454,51908,549,37.336866,-8.1676698,19.19,18.81,18.66,18.68,18.86,7677.0,7.91,0.547,DA,results_convolution_2/spectra/spec-0454-51908-0549.fits,spec-0454-51908-0549.fits,0454-51902-01,454.0,51908.0,549.0,,18.696419645937404,,18.71326986657086,,18.64719095213953,,18.723342947013343,,18.61997059696097,,18.633332726964845,,18.634640761262794,,18.75858563023049,,18.654333586757453,,18.74024891396372,,18.89683637148611,,18.6813318109813,,0.3086524189665113,WDJ022920.86-081003.61 ,5176578396578478720,37.33688852117973,-8.167752587861012,7.607925495259079,18.626743,18.836813,18.326517,19.222,18.769,18.681,18.655,18.689,7166.343,7.767851,0.4700686,0.971604
022933.18-091627.3,2067,53738,132,37.388256,-9.274249,19.0,18.77,19.05,19.29,19.77,16755.0,7.89,0.561,DA,results_convolution_2/spectra/spec-2067-53738-0132.fits,spec-2067-53738-0132.fits,2067-53733-01,2067.0,53738.0,132.0,,18.729116285803705,,18.69605956067301,,19.287257323347312,,19.258035756657087,,18.97357424031501,,18.67441934172881,,19.48192344220383,,18.9637315223217,,18.676037197508343,,18.91491729668291,,19.09534216555009,,19.543310226854665,,0.1815375115884217,WDJ022933.18-091627.40 ,5175600174827054336,37.3882860067323,-9.274208184894519,3.283344083827406,18.887884,18.865442,19.061869,19.022,18.763,19.062,19.32,19.767,17358.09,8.23351,0.759201,0.999135
022957.08+254829.4,2399,53764,364,37.487832,25.808178,19.54,19.07,18.9,18.93,18.89,7272.0,8.3,0.774,DA,results_convolution_2/spectra/spec-2399-53764-0364.fits,spec-2399-53764-0364.fits,2399-53764-01,2399.0,53764.0,364.0,,19.35944293528372,,19.27267739675313,,18.78860961404741,,18.907883824935617,,18.84916262486561,,18.996885166028044,,18.743213006077788,,19.61320776905955,,19.10786555402455,,19.451864165550468,,19.743534678361836,,18.80346270547125,,0.6693781450459044,WDJ022957.07+254829.73 ,103201776291105024,37.48789541527536,25.808001042933963,8.942896159836497,18.887493,19.060455,18.533325,19.539,19.055,18.911,18.911,18.876,7076.841,8.151669,0.685883,0.993493
023026.26-001943.5,407,51820,240,37.609422,-0.32876314,19.78,19.74,19.83,20.01,20.28,11502.0,7.88,,DB:M:,results_convolution_2/spectra/spec-0407-51820-0240.fits,spec-0407-51820-0240.fits,0407-51818-01,407.0,51820.0,240.0,,19.638187493174563,0.0129645468517709,19.62505397245905,0.010781696607474,20.00619977375097,0.0084292399788086,19.900856129526,0.0122635226480651,19.834110331954555,0.005370430583301,19.69429271557041,0.0094300771113485,20.053738965043387,0.0249414907899994,19.6295929004442,0.0463906877866721,19.6571285934964,0.0038995909964317,19.58858042325493,0.0206496674992474,19.78202662816394,0.0421840434916913,20.124518148245294,0.0326469911030888,0.7171770870145128,WDJ023026.27-001943.53 ,2500166158821697536,37.60961779898971,-0.32879989562375334,3.1402105029702008,19.756952,19.792574,19.676764,19.777,19.702,19.83,20.025,20.436,10693.83,8.136958,0.6855292,0.978117
023026.62+251758.3,2399,53764,166,37.610906,25.299514,20.29,20.28,20.39,20.55,20.56,16590.0,8.48,,DBA,results_convolution_2/spectra/spec-2399-53764-0166.fits,spec-2399-53764-0166.fits,2399-53764-01,2399.0,53764.0,166.0,,20.35740666647141,,20.28344639016532,,20.787766613982875,,20.65666033034534,,20.562130640445535,,20.391735005888968,,20.976418149645333,,20.370616243005493,,20.362649536860296,,20.39224469279646,,20.53185059739217,,21.01936221993406,,0.11849175486886392,WDJ023026.62+251758.32 ,102412979777312640,37.610912835518164,25.299481670987834,2.055876297056476,20.341974,20.142479,20.338774,,,,,,,,,0.996066
023031.56+005718.0,407,51820,420,37.631494,0.95499689,19.88,19.5,19.76,19.97,20.32,13973.0,7.89,,DAM,results_convolution_2/spectra/spec-0407-51820-0420.fits,spec-0407-51820-0420.fits,0407-51818-01,407.0,51820.0,420.0,,19.553039911444337,0.01305179885846,19.480806495834337,0.0106177424220078,20.126881152091947,0.0092143394573267,20.180027571429,0.0167100913665745,19.78668045437453,0.005288916486834,19.463953585503127,0.008894373102853,20.40559596721717,0.0323862041821255,19.800722843810057,0.0497348339374666,19.47361696901685,0.0037113883059587,19.737770061572228,0.0254521028801489,19.908526244070096,0.0530744988218056,20.632907646489837,0.0488864267671161,0.29214530132331085,WDJ023031.56+005718.10 ,2501363011588310400,37.6315448863831,0.9550601106998216,2.4538506978232566,19.625605,19.685272,19.616196,19.918,19.522,19.737,19.963,20.124,11515.5,7.78399,0.4866535,0.983586
023047.63-082132.2,2067,53738,511,37.698474,-8.358935,19.64,19.75,20.06,20.32,20.81,23140.0,8.17,0.699,DB,results_convolution_2/spectra/spec-2067-53738-0511.fits,spec-2067-53738-0511.fits,2067-53733-01,2067.0,53738.0,511.0,,19.758425500697776,,19.64738640936704,,20.465648184389146,,20.25104200312868,,20.12921467335206,,19.880163553139035,,20.55780314942748,,19.87980456783078,,19.79914253855427,,19.68206362821456,,20.02782892317233,,20.68486130446201,,0.13651037778035816,WDJ023047.64-082132.18 ,5176515690055706880,37.69849911328611,-8.358963645132263,1.4881257223074094,19.890247,19.833462,20.104742,19.634,19.735,20.073,20.32,20.79,,,,0.992439
023047.64-082132.1,455,51909,309,37.69848,-8.3589226,19.64,19.75,20.06,20.32,20.81,20724.0,7.69,,DB,results_convolution_2/spectra/spec-0455-51909-0309.fits,spec-0455-51909-0309.fits,0455-51909-01,455.0,51909.0,309.0,,19.885921645881886,0.0176612164029353,19.71385927180068,0.0128705483992253,20.25016964654332,0.0095829496106833,20.145168846860564,0.0153057146922886,20.000748202033144,0.0057698118947974,19.79036257947829,0.0110050742974589,20.41218297106395,0.0305325831303151,19.95810764190943,0.0738845855651502,19.78693751545348,0.0046780095077247,19.968401767730136,0.0312180705035612,20.140723451170963,0.0552890522766037,20.45645501064936,0.0384102973866903,0.1626905322664901,WDJ023047.64-082132.18 ,5176515690055706880,37.69849911328611,-8.358963645132263,1.4881257223074094,19.890247,19.833462,20.104742,19.634,19.735,20.073,20.32,20.79,,,,0.992439
023102.35+252012.2,2399,53764,173,37.759796,25.336733,18.2,18.31,18.64,18.91,19.36,28949.0,7.96,0.622,DA,results_convolution_2/spectra/spec-2399-53764-0173.fits,spec-2399-53764-0173.fits,2399-53764-01,2399.0,53764.0,173.0,,18.322474801423432,0.002910614447808,18.320125643099335,0.0025879807530059,18.949947762975093,0.0019414622236309,18.84928042290237,0.0037182768098809,18.6350639488168,0.0011990506697118,18.379829655646965,0.0024447722468942,19.08637150604425,0.0057864818206941,18.394896750803063,0.0085115828457919,18.345667708431414,0.0009538933850132,18.364186637986016,0.0046475020242212,18.539229210860107,0.0084397866897268,19.13356870240215,0.0072862848913926,0.1885741001830817,WDJ023102.35+252012.40 ,102403049812936960,37.75983816948408,25.336697066303085,2.7175946388566476,18.45985,18.398834,18.67197,,,,,,28925.19,8.217899,0.7691583,0.999542
023111.89-080815.6,454,51908,581,37.799547,-8.1376569,19.11,18.95,18.92,19.06,19.07,10161.0,9.37,,DC,results_convolution_2/spectra/spec-0454-51908-0581.fits,spec-0454-51908-0581.fits,0454-51902-01,454.0,51908.0,581.0,,18.84993951267898,0.0062980048668439,18.853634314446783,0.0056038519983681,19.0845136143351,0.0042659010102506,18.99156073263284,0.0059889651624211,18.95945198087896,0.0023789219067572,18.922457296025307,0.0051088421358608,19.07441816092736,0.0122947382793693,18.87847952660946,0.0240124275139114,18.87723539222429,0.002007004319222,18.820900196041343,0.0100155151696254,19.03143627311342,0.0192039343565678,19.11129779966772,0.0151447602828632,0.8139533918494635,WDJ023111.89-080815.56 ,5178032947382806400,37.79946801310047,-8.13786904726472,5.767233667998861,18.908014,18.870636,18.759884,19.13,18.948,18.937,19.083,19.199,10058.17,8.343094,0.8169313,0.994008
023111.89-080815.6,455,51909,358,37.799547,-8.1376569,19.11,18.95,18.92,19.06,19.07,10157.0,9.44,,DC,results_convolution_2/spectra/spec-0455-51909-0358.fits,spec-0455-51909-0358.fits,0455-51909-01,455.0,51909.0,358.0,,19.176924504931318,0.0096549889350861,19.09426010906053,0.007790547149279,18.998874214266728,0.0034333253009664,18.92191502138892,0.0057012814851751,18.91051529689782,0.0023539240400818,18.97505821899185,0.0058876964797823,18.91469517519344,0.0086593949256685,19.385647728231923,0.0445944237139509,19.00585893757458,0.002514519841759,19.279197140106028,0.0168310274445217,19.50259331938387,0.0328301538416285,18.98698462865935,0.011364249980344,0.8139533918494635,WDJ023111.89-080815.56 ,5178032947382806400,37.79946801310047,-8.13786904726472,5.767233667998861,18.908014,18.870636,18.759884,19.13,18.948,18.937,19.083,19.199,10058.17,8.343094,0.8169313,0.994008
