catalog_source,object_id,ra,dec,plate,mjd,fiber,u_mag,g_mag,r_mag,i_mag,z_mag,teff,logg,mass,wd_type,gaia_source_id,parallax,bp_mag,rp_mag,obsid,uid,ra_obs,dec_obs,lmjd,planid,spid,fiberid,snr_u,snr_g,snr_r,snr_i,snr_z,spec_class,spec_subclass,wd_subclass,z,z_err,ps_id,ps_g_mag,ps_r_mag,ps_i_mag,ps_z_mag,ps_y_mag,gaia_g_mag,teff_err,logg_err,has_spectrum,spectrum_source,spectrum_identifier,spectrum_url
SDSS_DR7,151542.90+062158.9,228.92873,6.366364,2927.0,54621.0,215.0,20.22,19.65,19.47,19.39,19.36,6932.0,8.2,0.71,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0215,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0215.fits
SDSS_DR7,151553.71+065814.3,228.97381,6.970639,2927.0,54621.0,228.0,19.85,19.45,19.68,19.92,20.07,13094.0,8.13,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0228,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0228.fits
SDSS_DR7,151630.98+064720.7,229.12908,6.78909,2927.0,54621.0,194.0,19.48,18.83,18.6,18.51,18.49,6716.0,8.57,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0194,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0194.fits
SDSS_DR7,151630.98+064720.7,229.12908,6.7890901,1818.0,54539.0,221.0,19.48,18.83,18.6,18.51,18.49,6827.0,8.6,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1818-54539-0221,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1818/spec-1818-54539-0221.fits
SDSS_DR7,151711.26+062035.5,229.2969,6.343188,2927.0,54621.0,139.0,19.71,19.83,20.16,20.35,20.38,23420.0,8.21,0.724,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0139,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0139.fits
SDSS_DR7,151724.24+072047.8,229.35099,7.346605,2927.0,54621.0,493.0,19.19,19.17,19.51,19.79,20.17,21594.0,8.35,0.825,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0493,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0493.fits
SDSS_DR7,151737.24+071622.0,229.40518,7.272773,2927.0,54621.0,489.0,20.38,20.18,20.48,20.66,20.89,16728.0,8.17,0.71,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0489,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0489.fits
SDSS_DR7,151740.82+072055.8,229.42007,7.348843,2927.0,54621.0,494.0,19.77,19.79,20.15,20.43,20.93,22520.0,7.93,0.593,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0494,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0494.fits
SDSS_DR7,151747.99-011049.6,229.44996,-1.1804434,312.0,51689.0,85.0,18.56,18.74,19.09,19.35,19.55,32432.0,7.72,0.526,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0312-51689-0085,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0312/spec-0312-51689-0085.fits
SDSS_DR7,151810.34+061309.4,229.5431,6.219278,2927.0,54621.0,138.0,19.76,19.38,19.76,19.98,20.19,15889.0,7.93,0.578,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0138,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0138.fits
SDSS_DR7,151833.21-005641.6,229.63836,-0.94487643,312.0,51689.0,56.0,19.53,19.14,19.04,19.11,19.25,8651.0,7.64,0.44,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0312-51689-0056,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0312/spec-0312-51689-0056.fits
SDSS_DR7,151848.87+564034.9,229.70364,56.67636,2883.0,54525.0,357.0,19.04,18.58,18.51,18.55,18.67,8111.0,7.93,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2883-54525-0357,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2883/spec-2883-54525-0357.fits
SDSS_DR7,151849.33+065744.8,229.70554,6.962433,2927.0,54621.0,156.0,19.78,19.37,19.36,19.5,19.63,9591.0,8.21,0.722,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0156,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0156.fits
SDSS_DR7,151852.45+074459.4,229.71854,7.749824,2927.0,54621.0,504.0,20.49,19.96,19.53,18.57,17.94,6300.0,9.97,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0504,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0504.fits
SDSS_DR7,151853.97+063356.5,229.72486,6.565685,2927.0,54621.0,148.0,20.46,20.0,19.9,19.96,19.95,10098.0,9.39,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0148,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0148.fits
SDSS_DR7,151855.76+073130.4,229.73233,7.5251,2927.0,54621.0,519.0,19.38,19.34,19.74,20.02,20.4,24502.0,7.83,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0519,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0519.fits
SDSS_DR7,151911.54+070328.0,229.7981,7.05778,2927.0,54621.0,116.0,19.78,19.35,19.43,19.54,19.6,9923.0,8.32,0.791,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0116,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0116.fits
SDSS_DR7,151942.66+385658.7,229.92775,38.949642,1399.0,53172.0,623.0,19.25,19.02,19.03,19.13,19.3,10110.0,9.34,,DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1399-53172-0623,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1399/spec-1399-53172-0623.fits
SDSS_DR7,152002.85+081231.0,230.01186,8.208623,2927.0,54621.0,566.0,19.56,19.16,18.95,18.0,17.25,7008.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0566,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0566.fits
SDSS_DR7,152006.00+080327.3,230.02501,8.057582,2902.0,54629.0,564.0,16.35,16.02,16.31,16.54,16.8,15000.0,7.93,0.576,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2902-54629-0564,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2902/spec-2902-54629-0564.fits
SDSS_DR7,152022.75+492215.3,230.09481,49.370917,1330.0,52822.0,606.0,19.9,19.53,19.77,19.96,20.07,13487.0,8.02,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1330-52822-0606,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1330/spec-1330-52822-0606.fits
SDSS_DR7,152033.43+063443.0,230.1393,6.578611,2927.0,54621.0,74.0,19.48,18.96,18.57,17.59,16.92,6307.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0074,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0074.fits
SDSS_DR7,152041.96+495140.8,230.17483,49.861332,1166.0,52751.0,270.0,16.07,16.28,16.71,17.05,17.4,29647.0,7.36,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1166-52751-0270,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1166/spec-1166-52751-0270.fits
SDSS_DR7,152105.64+074845.0,230.2735,7.812498,2927.0,54621.0,590.0,22.39,20.69,19.89,19.58,19.42,6301.0,10.0,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0590,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0590.fits
SDSS_DR7,152123.07+073412.1,230.34611,7.570025,2927.0,54621.0,584.0,19.19,19.12,19.44,19.74,20.09,20152.0,7.96,0.603,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0584,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0584.fits
SDSS_DR7,152145.92+393128.1,230.44134,39.524461,1293.0,52765.0,385.0,19.01,18.57,18.69,18.66,18.8,10207.0,9.33,,DA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1293-52765-0385,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1293/spec-1293-52765-0385.fits
SDSS_DR7,152155.42+081102.5,230.4809,8.184041,2927.0,54621.0,601.0,19.65,19.73,19.93,19.56,19.13,8848.0,8.62,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2927-54621-0601,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2927/spec-2927-54621-0601.fits
SDSS_DR7,152204.39+393949.5,230.5183,39.663758,2936.0,54626.0,430.0,19.63,19.59,19.98,20.32,21.08,23453.0,7.92,0.59,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2936-54626-0430,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2936/spec-2936-54626-0430.fits
SDSS_DR7,152226.86+500527.9,230.61193,50.091084,2464.0,54272.0,438.0,19.4,19.02,19.24,19.37,19.5,11718.0,8.32,0.794,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0438,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0438.fits
SDSS_DR7,152231.32+383620.0,230.63048,38.605567,2936.0,54626.0,243.0,19.02,18.88,19.21,19.44,19.86,18428.0,7.72,0.493,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2936-54626-0243,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2936/spec-2936-54626-0243.fits
SDSS_DR7,152245.94+544641.8,230.69141,54.778271,2883.0,54525.0,229.0,19.41,18.95,18.88,18.93,19.0,8014.0,8.16,0.688,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2883-54525-0229,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2883/spec-2883-54525-0229.fits
SDSS_DR7,152320.97+005525.2,230.83736,0.92367559,313.0,51673.0,369.0,19.04,18.99,19.21,19.4,19.66,13462.0,8.16,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0313-51673-0369,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0313/spec-0313-51673-0369.fits
SDSS_DR7,152425.21+504009.8,231.10505,50.66938,2449.0,54271.0,420.0,17.44,17.31,17.27,16.6,16.06,8848.0,7.92,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2449-54271-0420,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2449/spec-2449-54271-0420.fits
SDSS_DR7,152434.79+510439.7,231.14495,51.077683,2464.0,54272.0,408.0,20.57,20.28,20.59,20.83,21.06,15696.0,8.31,0.793,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0408,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0408.fits
SDSS_DR7,152447.44+493448.0,231.19767,49.579988,2464.0,54272.0,187.0,18.36,18.19,18.49,18.74,19.08,17847.0,7.89,0.563,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0187,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0187.fits
SDSS_DR7,152513.45+483526.1,231.30603,48.590597,1331.0,52766.0,569.0,20.51,20.3,20.49,20.75,20.9,14213.0,8.62,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1331-52766-0569,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1331/spec-1331-52766-0569.fits
SDSS_DR7,152520.80+500705.2,231.33666,50.118113,1166.0,52751.0,197.0,18.68,18.63,18.76,18.97,19.22,11892.0,8.57,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1166-52751-0197,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1166/spec-1166-52751-0197.fits
SDSS_DR7,152559.62+501317.0,231.4984,50.221394,2464.0,54272.0,465.0,18.92,18.46,18.76,19.0,18.95,15287.0,7.6,0.452,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0465,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0465.fits
SDSS_DR7,152600.97+392344.9,231.50404,39.395811,2936.0,54626.0,156.0,18.97,18.98,19.47,19.88,20.01,27723.0,7.96,0.619,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2936-54626-0156,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2936/spec-2936-54626-0156.fits
SDSS_DR7,152623.29+394636.4,231.59705,39.776789,2936.0,54626.0,502.0,20.05,20.18,20.57,20.81,20.77,29268.0,7.74,0.526,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2936-54626-0502,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2936/spec-2936-54626-0502.fits
SDSS_DR7,152624.35+385239.9,231.60147,38.877762,2936.0,54626.0,139.0,19.91,19.96,20.31,20.62,20.95,21329.0,8.55,0.936,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2936-54626-0139,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2936/spec-2936-54626-0139.fits
SDSS_DR7,152628.14+393519.8,231.61723,39.588831,2936.0,54626.0,508.0,19.1,18.73,18.83,18.92,19.16,10373.0,8.89,1.114,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2936-54626-0508,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2936/spec-2936-54626-0508.fits
SDSS_DR7,152634.97+485801.3,231.6457,48.967024,2464.0,54272.0,211.0,17.83,17.85,18.12,18.32,18.54,13281.0,9.23,,DBA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0211,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0211.fits
SDSS_DR7,152738.99+390552.3,231.91245,39.097849,1293.0,52765.0,155.0,20.34,20.28,20.45,20.64,20.47,12721.0,7.42,,DB:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1293-52765-0155,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1293/spec-1293-52765-0155.fits
SDSS_DR7,152757.54+493800.0,231.98974,49.633335,2464.0,54272.0,173.0,19.98,20.06,20.42,20.76,21.17,23194.0,7.71,0.499,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0173,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0173.fits
SDSS_DR7,152808.16+502703.5,232.03398,50.450984,2464.0,54272.0,489.0,19.8,19.73,20.11,20.45,20.53,20681.0,7.94,0.594,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0489,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0489.fits
SDSS_DR7,152839.42+011300.1,232.16424,1.2166981,363.0,51989.0,321.0,16.17,16.55,17.03,17.36,17.52,54664.0,7.78,0.6,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0363-51989-0321,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0363/spec-0363-51989-0321.fits
SDSS_DR7,152839.44+011300.1,232.16434,1.216683,2954.0,54561.0,259.0,16.17,16.55,17.03,17.36,17.52,59716.0,7.6,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2954-54561-0259,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2954/spec-2954-54561-0259.fits
SDSS_DR7,152840.09+400336.0,232.16703,40.060009,1293.0,52765.0,602.0,19.38,19.07,19.08,19.08,19.11,10094.0,9.38,,DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1293-52765-0602,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1293/spec-1293-52765-0602.fits
SDSS_DR7,152921.23+510220.2,232.33845,51.03895,795.0,52378.0,307.0,19.85,19.5,19.75,19.97,20.11,14408.0,7.82,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0795-52378-0307,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0795/spec-0795-52378-0307.fits
SDSS_DR7,152928.45-003859.6,232.36853,-0.64989649,363.0,51989.0,312.0,19.57,19.01,18.82,18.8,18.87,7039.0,8.46,0.877,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0363-51989-0312,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0363/spec-0363-51989-0312.fits
SDSS_DR7,152933.26+002031.3,232.38858,0.34201432,363.0,51989.0,350.0,18.69,18.2,18.33,17.99,17.49,10615.0,7.86,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0363-51989-0350,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0363/spec-0363-51989-0350.fits
SDSS_DR7,153017.15+011011.8,232.57146,1.1699546,314.0,51641.0,365.0,19.41,19.0,18.98,19.05,19.15,9149.0,8.34,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0314-51641-0365,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0314/spec-0314-51641-0365.fits
SDSS_DR7,153017.15+011011.8,232.57146,1.1699546,363.0,51989.0,364.0,19.41,19.0,18.98,19.05,19.15,9337.0,8.56,0.942,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0363-51989-0364,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0363/spec-0363-51989-0364.fits
SDSS_DR7,153032.05+004509.0,232.63355,0.75250419,363.0,51989.0,418.0,18.17,18.11,18.23,18.34,18.55,11667.0,8.66,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0363-51989-0418,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0363/spec-0363-51989-0418.fits
SDSS_DR7,153040.49+494928.5,232.66871,49.824597,2464.0,54272.0,103.0,19.02,18.86,19.16,19.42,19.72,17936.0,7.87,0.554,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2464-54272-0103,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2464/spec-2464-54272-0103.fits
SDSS_DR7,153057.50+394615.0,232.73959,39.770844,2936.0,54626.0,599.0,20.65,20.38,20.63,20.86,20.89,16884.0,8.04,0.637,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2936-54626-0599,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2936/spec-2936-54626-0599.fits
SDSS_DR7,153102.41+534900.6,232.76003,53.816844,616.0,52442.0,320.0,16.79,17.29,17.8,18.19,18.55,80511.0,7.46,,DAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0616-52442-0320,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0616/spec-0616-52442-0320.fits
SDSS_DR7,153103.52+505133.0,232.76465,50.859174,795.0,52378.0,273.0,18.16,18.17,18.58,18.88,19.15,23215.0,7.96,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0795-52378-0273,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0795/spec-0795-52378-0273.fits
SDSS_DR7,153424.85+003756.1,233.60356,0.63223655,363.0,51989.0,590.0,17.9,17.5,17.45,17.48,17.59,8258.0,8.08,0.641,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0363-51989-0590,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0363/spec-0363-51989-0590.fits
SDSS_DR7,153437.70-004719.3,233.65709,-0.78870602,363.0,51989.0,5.0,17.37,17.52,17.88,18.17,18.42,29964.0,7.84,0.569,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0363-51989-0005,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0363/spec-0363-51989-0005.fits
SDSS_DR7,153542.07+010218.2,233.92528,1.0383902,2954.0,54561.0,12.0,19.67,19.14,19.13,19.18,19.56,9955.0,8.06,0.634,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2954-54561-0012,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2954/spec-2954-54561-0012.fits
SDSS_DR7,154005.74+121937.7,235.0239,12.327143,2516.0,54241.0,415.0,16.97,17.12,16.93,16.38,15.95,6300.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2516-54241-0415,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2516/spec-2516-54241-0415.fits
SDSS_DR7,154019.57+543059.2,235.08154,54.516437,616.0,52442.0,489.0,19.73,19.28,19.1,19.11,19.15,7435.0,7.27,0.308,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0616-52442-0489,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0616/spec-0616-52442-0489.fits
SDSS_DR7,154045.22+024010.3,235.18842,2.6695151,594.0,52045.0,289.0,20.21,19.67,19.86,19.96,20.21,11333.0,7.64,0.451,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0289,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0289.fits
SDSS_DR7,154116.76+032154.3,235.31983,3.3650812,594.0,52045.0,373.0,19.9,19.45,19.63,19.84,20.16,12115.0,7.83,0.52,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0373,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0373.fits
SDSS_DR7,154117.29+031226.7,235.32206,3.2074251,594.0,52045.0,374.0,20.43,19.93,20.04,20.25,20.49,12275.0,8.28,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0374,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0374.fits
SDSS_DR7,154120.14+022756.5,235.33391,2.465705,594.0,52045.0,315.0,20.28,20.05,20.32,20.53,20.91,19937.0,7.66,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0315,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0315.fits
SDSS_DR7,154121.54+034755.2,235.33975,3.7986688,594.0,52045.0,390.0,20.75,20.19,20.2,20.27,20.37,9988.0,8.2,0.716,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0390,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0390.fits
SDSS_DR7,154130.76+032313.0,235.37817,3.3869306,594.0,52045.0,367.0,17.04,16.7,16.98,17.18,17.48,16417.0,7.94,0.584,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0367,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0367.fits
SDSS_DR7,154131.83+111825.6,235.38264,11.307113,2516.0,54241.0,199.0,18.6,18.23,18.16,18.23,18.35,8544.0,8.15,0.683,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2516-54241-0199,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2516/spec-2516-54241-0199.fits
SDSS_DR7,154134.48+120425.3,235.39367,12.07369,2516.0,54241.0,462.0,19.33,18.82,18.87,18.93,19.07,9292.0,8.09,0.649,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2516-54241-0462,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2516/spec-2516-54241-0462.fits
SDSS_DR7,154135.02+030051.1,235.3959,3.0142047,594.0,52045.0,253.0,24.28,20.33,20.33,20.49,21.09,11024.0,9.18,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0253,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0253.fits
SDSS_DR7,154154.63+031634.3,235.47762,3.2761842,594.0,52045.0,410.0,20.4,20.07,20.35,20.62,20.9,15594.0,7.71,0.484,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0410,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0410.fits
SDSS_DR7,154204.08+120650.4,235.51701,12.114005,2516.0,54241.0,443.0,17.63,17.95,18.41,18.74,19.0,43411.0,7.97,0.654,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2516-54241-0443,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2516/spec-2516-54241-0443.fits
SDSS_DR7,154213.48+034800.4,235.55615,3.8001182,594.0,52045.0,400.0,19.6,19.12,19.12,19.24,19.47,15760.0,10.0,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0400,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0400.fits
SDSS_DR7,154219.45+032311.0,235.58103,3.3863858,594.0,52045.0,418.0,19.76,19.47,19.12,18.16,17.56,6300.0,5.97,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0594-52045-0418,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0594/spec-0594-52045-0418.fits
